SaleID,BranchCode,BranchCity,BranchSize,BranchOwner,YearOfEstablishment,CustomerType,CustomerGenderCode,CustomerGender,ProductLineCode,ProductLine,ProductLineSupplier,UnitPrice,Quantity,TotalNoTAX,Tax 5%,TotalWithTAX,SaleMonthInNumber,SaleMonth,SaleQuarter,SaleYear,SaleTime,SalePayment,Rating
372-26-1506,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FA,Fashion accessories,Nordstrom,23.82,5,119.1,5.96,125.06,12,December,Q4,2019,19:24:00,Ewallet,5.4
244-08-0162,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,HB,Health and beauty,Dove,34.21,10,342.1,17.11,359.21,7,July,Q3,2019,13:00:00,Cash,5.1
569-71-4390,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,21.87,2,43.74,2.19,45.93,12,December,Q4,2019,14:29:00,Ewallet,6.9
132-23-6451,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HB,Health and beauty,Dove,20.97,5,104.85,5.24,110.09,2,February,Q1,2019,13:21:00,Cash,7.8
696-90-2548,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,ST,Sports and travel,REI ,25.84,3,77.52,3.88,81.4,7,July,Q3,2019,18:55:00,Ewallet,6.6
472-15-9636,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,50.93,8,407.44,20.37,427.81,2,February,Q1,2019,19:36:00,Ewallet,9.2
268-03-6164,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HB,Health and beauty,Dove,96.11,1,96.11,4.81,100.92,6,June,Q2,2019,16:28:00,Ewallet,7.8
750-57-9686,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,45.38,4,181.52,9.08,190.6,11,November,Q4,2019,13:48:00,Credit card,8.7
186-09-3669,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HB,Health and beauty,Dove,81.51,1,81.51,4.08,85.59,3,March,Q1,2019,10:57:00,Ewallet,9.2
848-07-1692,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,HB,Health and beauty,Dove,57.22,2,114.44,5.72,120.16,12,December,Q4,2019,17:13:00,Ewallet,8.3
745-71-3520,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,EA,Electronic accessories,Samsung,25.22,7,176.54,8.83,185.37,6,June,Q2,2019,10:23:00,Cash,8.2
266-76-6436,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,38.6,3,115.8,5.79,121.59,8,August,Q3,2019,13:57:00,Ewallet,7.5
740-22-2500,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,84.05,3,252.15,12.61,264.76,12,December,Q4,2019,13:29:00,Cash,9.8
271-88-8734,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,97.21,10,972.1,48.61,1020.71,11,November,Q4,2019,13:00:00,Credit card,8.7
301-81-8610,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FA,Fashion accessories,Nordstrom,25.42,8,203.36,10.17,213.53,6,June,Q2,2019,19:42:00,Credit card,6.7
489-64-4354,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,16.28,1,16.28,0.81,17.09,3,March,Q1,2019,15:36:00,Cash,5
198-84-7132,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FA,Fashion accessories,Nordstrom,40.61,9,365.49,18.27,383.76,12,December,Q4,2019,13:40:00,Cash,7
269-10-8440,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HB,Health and beauty,Dove,53.17,7,372.19,18.61,390.8,10,October,Q4,2019,18:01:00,Cash,8.9
650-98-6268,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,20.87,3,62.61,3.13,65.74,12,December,Q4,2019,13:53:00,Credit card,8
741-73-3559,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,67.27,5,336.35,16.82,353.17,3,March,Q1,2019,17:27:00,Cash,6.9
325-77-6186,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,90.65,10,906.5,45.33,951.83,4,April,Q2,2019,10:53:00,Ewallet,7.3
286-75-7818,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FA,Fashion accessories,Nordstrom,69.08,2,138.16,6.91,145.07,1,January,Q1,2019,19:48:00,Credit card,6.9
574-57-9721,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,43.27,2,86.54,4.33,90.87,6,June,Q2,2019,16:53:00,Ewallet,5.7
459-50-7686,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,EA,Electronic accessories,Samsung,23.46,6,140.76,7.04,147.8,12,December,Q4,2019,19:14:00,Ewallet,6.4
616-87-0016,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FA,Fashion accessories,Nordstrom,95.54,7,668.78,33.44,702.22,9,September,Q3,2019,14:36:00,Credit card,9.6
837-55-7229,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,47.44,1,47.44,2.37,49.81,8,August,Q3,2019,18:19:00,Credit card,6.8
751-69-0068,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,ST,Sports and travel,REI ,99.24,9,893.16,44.66,937.82,5,May,Q2,2019,19:09:00,Ewallet,9
257-73-1380,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,ST,Sports and travel,REI ,82.93,4,331.72,16.59,348.31,2,February,Q1,2019,16:51:00,Ewallet,9.6
345-08-4992,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,33.99,6,203.94,10.2,214.14,12,December,Q4,2019,15:37:00,Credit card,7.7
549-96-4200,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FB,Food and beverages,Kraft Heinz,17.04,4,68.16,3.41,71.57,8,August,Q3,2019,20:15:00,Ewallet,7
810-60-6344,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,40.86,8,326.88,16.34,343.22,3,March,Q1,2019,14:38:00,Credit card,6.5
450-28-2866,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FB,Food and beverages,Kraft Heinz,17.44,5,87.2,4.36,91.56,10,October,Q4,2019,19:25:00,Cash,8.1
394-30-3170,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,88.43,8,707.44,35.37,742.81,10,October,Q4,2019,19:35:00,Credit card,4.3
138-17-5109,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,89.21,9,802.89,40.14,843.03,2,February,Q1,2019,15:42:00,Credit card,6.5
192-98-7397,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,12.78,1,12.78,0.64,13.42,5,May,Q2,2019,14:11:00,Ewallet,9.5
301-11-9629,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,ST,Sports and travel,REI ,19.1,7,133.7,6.69,140.39,8,August,Q3,2019,10:43:00,Cash,9.7
390-80-5128,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HB,Health and beauty,Dove,19.15,1,19.15,0.96,20.11,3,March,Q1,2019,17:58:00,Credit card,9.5
235-46-8343,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FB,Food and beverages,Kraft Heinz,27.66,10,276.6,13.83,290.43,12,December,Q4,2019,11:26:00,Credit card,8.9
453-12-7053,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,45.74,3,137.22,6.86,144.08,12,December,Q4,2019,17:38:00,Credit card,6.5
296-11-7041,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HB,Health and beauty,Dove,27.07,1,27.07,1.35,28.42,12,December,Q4,2019,20:07:00,Credit card,5.3
449-27-2918,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,39.12,1,39.12,1.96,41.08,1,January,Q1,2019,11:02:00,Credit card,9.6
891-01-7034,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,EA,Electronic accessories,Samsung,74.71,6,448.26,22.41,470.67,10,October,Q4,2019,19:07:00,Cash,6.7
744-09-5786,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,EA,Electronic accessories,Samsung,22.01,6,132.06,6.6,138.66,12,December,Q4,2019,18:50:00,Cash,7.6
727-17-0390,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FB,Food and beverages,Kraft Heinz,63.61,5,318.05,15.9,333.95,6,June,Q2,2019,12:43:00,Ewallet,4.8
568-88-3448,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,25,1,25,1.25,26.25,3,March,Q1,2019,15:09:00,Ewallet,5.5
187-83-5490,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,20.77,4,83.08,4.15,87.23,1,January,Q1,2019,13:47:00,Cash,4.7
767-54-1907,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FA,Fashion accessories,Nordstrom,29.56,5,147.8,7.39,155.19,12,December,Q4,2019,16:59:00,Cash,6.9
710-46-4433,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,77.4,9,696.6,34.83,731.43,2,February,Q1,2019,14:15:00,Credit card,4.5
533-33-5337,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,EA,Electronic accessories,Samsung,79.39,10,793.9,39.7,833.6,4,April,Q2,2019,20:24:00,Cash,6.2
325-90-8763,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,EA,Electronic accessories,Samsung,46.57,10,465.7,23.29,488.99,10,October,Q4,2019,13:58:00,Cash,7.6
729-46-7422,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,35.89,1,35.89,1.79,37.68,10,October,Q4,2019,16:52:00,Credit card,7.9
639-76-1242,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,40.52,5,202.6,10.13,212.73,10,October,Q4,2019,15:19:00,Cash,4.5
234-03-4040,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,73.05,10,730.5,36.53,767.03,12,December,Q4,2019,12:25:00,Credit card,8.7
326-71-2155,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,ST,Sports and travel,REI ,73.95,4,295.8,14.79,310.59,5,May,Q2,2019,10:02:00,Cash,6.1
320-32-8842,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,22.62,1,22.62,1.13,23.75,12,December,Q4,2019,18:58:00,Cash,6.4
470-32-9057,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FB,Food and beverages,Kraft Heinz,51.34,5,256.7,12.84,269.54,10,October,Q4,2019,15:31:00,Credit card,9.1
878-30-2331,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,ST,Sports and travel,REI ,54.55,10,545.5,27.28,572.78,2,February,Q1,2019,11:22:00,Credit card,7.1
440-59-5691,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HB,Health and beauty,Dove,37.15,7,260.05,13,273.05,10,October,Q4,2019,13:12:00,Credit card,7.7
554-53-3790,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,37.02,6,222.12,11.11,233.23,7,July,Q3,2019,18:33:00,Cash,4.5
746-19-0921,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,21.58,1,21.58,1.08,22.66,4,April,Q2,2019,10:02:00,Ewallet,7.2
233-34-0817,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,EA,Electronic accessories,Samsung,98.84,1,98.84,4.94,103.78,10,October,Q4,2019,11:21:00,Cash,8.4
767-05-1286,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,83.77,6,502.62,25.13,527.75,7,July,Q3,2019,12:10:00,Ewallet,5.4
340-21-9136,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,ST,Sports and travel,REI ,40.05,4,160.2,8.01,168.21,10,October,Q4,2019,11:40:00,Cash,9.7
405-31-3305,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FA,Fashion accessories,Nordstrom,43.13,10,431.3,21.57,452.87,3,March,Q1,2019,18:31:00,Credit card,5.5
731-59-7531,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,72.57,8,580.56,29.03,609.59,10,October,Q4,2019,17:58:00,Cash,4.6
676-39-6028,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,EA,Electronic accessories,Samsung,64.44,5,322.2,16.11,338.31,11,November,Q4,2019,17:04:00,Cash,6.6
502-05-1910,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,65.18,3,195.54,9.78,205.32,10,October,Q4,2019,20:35:00,Credit card,6.3
485-30-8700,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,ST,Sports and travel,REI ,33.26,5,166.3,8.32,174.62,7,July,Q3,2019,16:10:00,Credit card,4.2
598-47-9715,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,EA,Electronic accessories,Samsung,84.07,4,336.28,16.81,353.09,9,September,Q3,2019,16:54:00,Ewallet,4.4
701-69-8742,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,34.37,10,343.7,17.19,360.89,7,July,Q3,2019,10:11:00,Ewallet,6.7
575-67-1508,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,EA,Electronic accessories,Samsung,38.6,1,38.6,1.93,40.53,8,August,Q3,2019,11:26:00,Ewallet,6.7
541-08-3113,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FB,Food and beverages,Kraft Heinz,65.97,8,527.76,26.39,554.15,7,July,Q3,2019,20:29:00,Cash,8.4
246-11-3901,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,32.8,10,328,16.4,344.4,6,June,Q2,2019,12:12:00,Cash,6.2
674-15-9296,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,ST,Sports and travel,REI ,37.14,5,185.7,9.29,194.99,1,January,Q1,2019,13:05:00,Ewallet,5
305-18-3552,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,60.38,10,603.8,30.19,633.99,9,September,Q3,2019,16:19:00,Cash,6
493-65-6248,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,ST,Sports and travel,REI ,36.98,10,369.8,18.49,388.29,2,February,Q1,2019,19:48:00,Credit card,7
438-01-4015,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,49.49,4,197.96,9.9,207.86,3,March,Q1,2019,15:25:00,Ewallet,6.6
709-58-4068,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,41.09,10,410.9,20.55,431.45,10,October,Q4,2019,14:42:00,Cash,7.3
795-49-7276,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FA,Fashion accessories,Nordstrom,37.15,4,148.6,7.43,156.03,9,September,Q3,2019,18:59:00,Ewallet,8.3
556-72-8512,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,22.96,1,22.96,1.15,24.11,6,June,Q2,2019,20:47:00,Cash,4.3
627-95-3243,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,77.68,9,699.12,34.96,734.08,12,December,Q4,2019,13:21:00,Ewallet,9.8
686-41-0932,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,34.7,2,69.4,3.47,72.87,2,February,Q1,2019,19:48:00,Ewallet,8.2
510-09-5628,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,FA,Fashion accessories,Nordstrom,19.66,10,196.6,9.83,206.43,12,December,Q4,2019,18:20:00,Credit card,7.2
608-04-3797,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HB,Health and beauty,Dove,25.32,8,202.56,10.13,212.69,6,June,Q2,2019,20:24:00,Ewallet,8.7
148-82-2527,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,12.12,10,121.2,6.06,127.26,3,March,Q1,2019,13:44:00,Credit card,8.4
437-53-3084,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FA,Fashion accessories,Nordstrom,99.89,2,199.78,9.99,209.77,11,November,Q4,2019,11:48:00,Ewallet,7.1
632-32-4574,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,75.92,8,607.36,30.37,637.73,3,March,Q1,2019,14:14:00,Cash,5.5
556-97-7101,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,EA,Electronic accessories,Samsung,63.22,2,126.44,6.32,132.76,12,December,Q4,2019,15:51:00,Cash,8.5
862-59-8517,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,90.24,6,541.44,27.07,568.51,10,October,Q4,2019,11:17:00,Cash,6.2
401-18-8016,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,98.13,1,98.13,4.91,103.04,1,January,Q1,2019,17:36:00,Cash,8.9
420-18-8989,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,ST,Sports and travel,REI ,51.52,8,412.16,20.61,432.77,1,January,Q1,2019,15:47:00,Cash,9.6
277-63-2961,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,ST,Sports and travel,REI ,73.97,1,73.97,3.7,77.67,12,December,Q4,2019,15:53:00,Credit card,5.4
573-98-8548,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,31.9,1,31.9,1.6,33.5,6,June,Q2,2019,12:40:00,Ewallet,9.1
620-02-2046,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,69.4,2,138.8,6.94,145.74,1,January,Q1,2019,19:48:00,Ewallet,9
282-35-2475,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,ST,Sports and travel,REI ,93.31,2,186.62,9.33,195.95,10,October,Q4,2019,17:53:00,Cash,6.3
511-54-3087,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,88.45,1,88.45,4.42,92.87,4,April,Q2,2019,16:36:00,Credit card,9.5
726-29-6793,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,24.18,8,193.44,9.67,203.11,12,December,Q4,2019,20:54:00,Ewallet,9.8
387-49-4215,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,48.5,3,145.5,7.28,152.78,12,December,Q4,2019,12:50:00,Cash,6.7
862-17-9201,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FB,Food and beverages,Kraft Heinz,84.05,6,504.3,25.22,529.52,2,February,Q1,2019,10:48:00,Credit card,7.7
291-21-5991,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,61.29,5,306.45,15.32,321.77,3,March,Q1,2019,14:28:00,Cash,7
602-80-9671,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,15.95,6,95.7,4.79,100.49,5,May,Q2,2019,17:15:00,Credit card,5.1
347-72-6115,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,90.74,7,635.18,31.76,666.94,7,July,Q3,2019,18:03:00,Credit card,6.2
209-61-0206,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,42.91,5,214.55,10.73,225.28,6,June,Q2,2019,17:29:00,Ewallet,6.1
595-27-4851,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FA,Fashion accessories,Nordstrom,54.28,7,379.96,19,398.96,8,August,Q3,2019,18:05:00,Ewallet,9.3
189-52-0236,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,EA,Electronic accessories,Samsung,99.55,7,696.85,34.84,731.69,5,May,Q2,2019,12:07:00,Cash,7.6
503-07-0930,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,ST,Sports and travel,REI ,58.39,7,408.73,20.44,429.17,1,January,Q1,2019,19:49:00,Credit card,8.2
413-20-6708,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,51.47,1,51.47,2.57,54.04,3,March,Q1,2019,15:52:00,Ewallet,8.5
425-85-2085,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,54.86,5,274.3,13.72,288.02,5,May,Q2,2019,16:48:00,Ewallet,9.8
521-18-7827,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,39.39,5,196.95,9.85,206.8,2,February,Q1,2019,20:46:00,Credit card,8.7
220-28-1851,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,34.73,2,69.46,3.47,72.93,4,April,Q2,2019,18:14:00,Ewallet,9.7
600-38-9738,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,ST,Sports and travel,REI ,71.92,5,359.6,17.98,377.58,3,March,Q1,2019,15:05:00,Credit card,4.3
734-91-1155,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,EA,Electronic accessories,Samsung,45.71,3,137.13,6.86,143.99,1,January,Q1,2019,10:34:00,Credit card,7.7
451-28-5717,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,83.17,6,499.02,24.95,523.97,12,December,Q4,2019,11:23:00,Cash,7.3
609-81-8548,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,37.44,6,224.64,11.23,235.87,7,July,Q3,2019,13:55:00,Credit card,5.9
133-14-7229,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HB,Health and beauty,Dove,62.87,2,125.74,6.29,132.03,12,December,Q4,2019,11:43:00,Cash,5
534-01-4457,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,81.71,6,490.26,24.51,514.77,3,March,Q1,2019,14:36:00,Credit card,8
719-89-8991,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,ST,Sports and travel,REI ,91.41,5,457.05,22.85,479.9,12,December,Q4,2019,16:03:00,Ewallet,7.1
286-62-6248,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FA,Fashion accessories,Nordstrom,39.21,4,156.84,7.84,164.68,11,November,Q4,2019,20:03:00,Credit card,9
339-38-9982,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FA,Fashion accessories,Nordstrom,59.86,2,119.72,5.99,125.71,6,June,Q2,2019,14:55:00,Ewallet,6.7
827-44-5872,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,54.36,10,543.6,27.18,570.78,9,September,Q3,2019,11:28:00,Credit card,6.1
827-77-7633,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,ST,Sports and travel,REI ,98.09,9,882.81,44.14,926.95,6,June,Q2,2019,19:41:00,Cash,9.3
287-83-1405,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,25.43,6,152.58,7.63,160.21,11,November,Q4,2019,19:01:00,Ewallet,7
435-13-4908,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FA,Fashion accessories,Nordstrom,86.68,8,693.44,34.67,728.11,7,July,Q3,2019,18:04:00,Credit card,7.2
857-67-9057,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,EA,Electronic accessories,Samsung,22.95,10,229.5,11.48,240.98,7,July,Q3,2019,19:20:00,Ewallet,8.2
236-27-1144,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,16.31,9,146.79,7.34,154.13,12,December,Q4,2019,10:31:00,Ewallet,8.4
892-05-6689,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,28.32,5,141.6,7.08,148.68,12,December,Q4,2019,13:28:00,Ewallet,6.2
583-41-4548,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,16.67,7,116.69,5.83,122.52,1,January,Q1,2019,11:36:00,Ewallet,7.4
339-12-4827,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FA,Fashion accessories,Nordstrom,73.96,1,73.96,3.7,77.66,4,April,Q2,2019,11:32:00,Credit card,5
643-38-7867,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,97.94,1,97.94,4.9,102.84,11,November,Q4,2019,11:44:00,Ewallet,6.9
308-81-0538,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,FA,Fashion accessories,Nordstrom,73.05,4,292.2,14.61,306.81,6,June,Q2,2019,17:16:00,Credit card,4.9
358-88-9262,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,87.48,6,524.88,26.24,551.12,3,March,Q1,2019,18:43:00,Ewallet,5.1
460-35-4390,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,30.68,3,92.04,4.6,96.64,2,February,Q1,2019,11:00:00,Ewallet,9.1
343-87-0864,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HB,Health and beauty,Dove,75.88,1,75.88,3.79,79.67,3,March,Q1,2019,10:30:00,Credit card,7.1
173-50-1108,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,20.18,4,80.72,4.04,84.76,5,May,Q2,2019,12:14:00,Credit card,5
243-47-2663,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,EA,Electronic accessories,Samsung,18.77,6,112.62,5.63,118.25,7,July,Q3,2019,16:43:00,Credit card,5.5
841-18-8232,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FB,Food and beverages,Kraft Heinz,71.2,1,71.2,3.56,74.76,4,April,Q2,2019,20:40:00,Credit card,9.2
701-23-5550,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,38.81,4,155.24,7.76,163,9,September,Q3,2019,13:40:00,Ewallet,4.9
